Match_Status;Product_ID;Product_Code;Product_Name;Modality;Classification;Product_Type;Therapeutic_Area;Current_Phase;Project_Status;Lead_Indication;Expected_Launch_Year;Timeline_Variance_Days;Launch_Geography;Commercial;Development_Approach;Development_Site;Launch_Site;Pharma_Form;Technology;Storage_Conditions;DS_Volume_Category;DP_Volume_Category;Route_Of_Administration;DS_Suppliers;DP_Suppliers;Device_Partners;Contact_Person;Strategic_Class;Strategic_Technology;Demand_Category;Peak_Demand_Range;Operational_Risks;Timeline_Risks;Supply_Chain_Risks;Mechanism_Of_Action;Short_Description;Patient_Population;Regulatory_Details;Submission_Status
NO_MATCH_export;"Vicadrostat; Empagliflozin";;;Small Molecule;Solid;;;;;;;;;Make;INTERNAL;"BI Japan; BI Biberach";BI Ingelheim;FC_Tablet;Fluid Bed Granulation;Room Temp.;;;;;;;Hartig-Heimel,Dr.,Mareke (HP BioP L&I) BIP-DE-I;Solid;Film-coated tablet;High;>100 mio PCS;;;;;;;;
MATCH;Vicadrostat;BI 690517;Vicadrostat;Small Molecule;Solid;NME;Cardiovascular-Renal-Metabolic (CRM);Phase III;On Track;Chronic Kidney Disease (CKD);2028;0;;tbd;tbd;(Blank);tbd;Oral Granules-PED;tbd;Room Temp.;High (> 10 tn);High (> 100 million PCS);Oral;ING @Ingelheim (ongoing);ING_SoL @Ingelheim (ongoing);;Hartig-Heimel,Dr.,Mareke (HP BioP L&I) BIP-DE-I;Solid;Oral Granules;(Blank);(Blank);;;;A novel, selective, and potent aldosterone synthase inhibitor (ASi).;An aldosterone synthase inhibitor used in combination with empagliflozin for cardiovascular and renal disease.;;;
MATCH;Zongertinib;BI 1810631;Zongertinib;Small Molecule;Solid;NME;Oncology;Approved/Launched (US, Accelerated Approval 08-Aug-2025);On Track;Non-Small Cell Lung Cancer (NSCLC) with HER2 alterations.;2026;0;US;Hybrid;EACD;Seran;"Hovione Loures; BI Ingelheim";FC_Tablet-SDD;"Organic Spray Drying; Roller Compaction";2 to 8°C;Low (10 - 1,000 kg);Low (1 - 10 million PCS);Oral;"Cambrex (qualified); Alphora (ongoing)";"Hovione (qualified); ING (qualified)";;May,Dr.,Sabine (HP BioP L&I) BIP-DE-I;Solid;Solids non-standard;Low;1-10 mio PCS;HIGH: 1;MED: 1;;Irreversible, HER2-selective Tyrosine Kinase Inhibitor (TKI).;An irreversible, HER2-selective TKI designed to block uncontrolled cell production in HER2-driven cancers like NSCLC.;Patients with HER2-driven cancers / advanced solid tumors with HER2 gene alterations.;NSCLC: 2 designations;Submitted
MATCH_LE;Zongertinib;BI 1810631_BC1;Zongertinib;Small Molecule;Solid;;Oncology;;;Breast Cancer (Third-Line and Beyond);2029;;;Hybrid;EACD;Seran;"Hovione Loures; BI Ingelheim";FC_Tablet-SDD;"Organic Spray Drying; Roller Compaction";2 to 8°C;;;Oral;;;;May,Dr.,Sabine (HP BioP L&I) BIP-DE-I;Solid;Solids non-standard;Low;1-10 mio PCS;;;;Irreversible, HER2-selective Tyrosine Kinase Inhibitor (TKI).;Line extension of Zongertinib for third-line and beyond breast cancer with HER2 alterations.;Patients with HER2-driven breast cancer;;
MATCH_LE;Zongertinib;BI 1810631_GC;Zongertinib;Small Molecule;Solid;;Oncology;;;Gastric Cancer (Second-Line);2031;;;Hybrid;EACD;Seran;"Hovione Loures; BI Ingelheim";FC_Tablet-SDD;"Organic Spray Drying; Roller Compaction";2 to 8°C;;;Oral;;;;May,Dr.,Sabine (HP BioP L&I) BIP-DE-I;Solid;Solids non-standard;Low;1-10 mio PCS;;;;Irreversible, HER2-selective Tyrosine Kinase Inhibitor (TKI).;Line extension of Zongertinib for second-line gastric cancer with HER2 alterations.;Patients with HER2-driven gastric cancer;;
MATCH_LE;Zongertinib;BI 1810631_NSCLC2;Zongertinib;Small Molecule;Solid;;Oncology;Phase III;;Non-Small Cell Lung Cancer (Adjuvant);2031;;;Hybrid;EACD;Seran;"Hovione Loures; BI Ingelheim";FC_Tablet-SDD;"Organic Spray Drying; Roller Compaction";2 to 8°C;;;Oral;;;;May,Dr.,Sabine (HP BioP L&I) BIP-DE-I;Solid;Solids non-standard;Low;1-10 mio PCS;;;;Irreversible, HER2-selective Tyrosine Kinase Inhibitor (TKI).;Line extension of Zongertinib for adjuvant treatment of NSCLC with HER2 alterations.;Patients with HER2-driven NSCLC in adjuvant setting;;
MATCH_LE;Zongertinib;BI 1810631_BC2;Zongertinib;Small Molecule;Solid;;Oncology;;;Breast Cancer (Second-Line);2032;;;Hybrid;EACD;Seran;"Hovione Loures; BI Ingelheim";FC_Tablet-SDD;"Organic Spray Drying; Roller Compaction";2 to 8°C;;;Oral;;;;May,Dr.,Sabine (HP BioP L&I) BIP-DE-I;Solid;Solids non-standard;Low;1-10 mio PCS;;;;Irreversible, HER2-selective Tyrosine Kinase Inhibitor (TKI).;Line extension of Zongertinib for second-line breast cancer with HER2 alterations.;Patients with HER2-driven breast cancer;;
NO_MATCH_ps;;BI 1291583_PED;Verducatib PED;Small Molecule;;;"Respiratory; Immunology";Pre-Clinical;;Non-Cystic Fibrosis Bronchiectasis Pediatric;2031;;;;;;;;;;;;Oral;;;;;;;;;;;;Cathepsin C (CatC) inhibitor.;Pediatric line extension of Verducatib for Non-Cystic Fibrosis Bronchiectasis in pediatric populations.;Pediatric patients with Non-Cystic Fibrosis Bronchiectasis;;
NO_MATCH_ps;;BI 1358894;;Small Molecule;;NME;Mental Health;Phase II;Discontinued;Post-Traumatic Stress Disorder (PTSD);;0;;;;;;;;;High (> 10 tn);High (> 100 million PCS);Oral;"ING (qualified); BDC @Biberach (qualified)";ING_SoL @Ingelheim (qualified);;;;;;;;;;TRPC4/5 inhibitor.;A TRPC4/5 inhibitor targeting ion channels implicated in mood and stress-related disorders like PTSD.;;;
NO_MATCH_ps;;BI 1569912;;Small Molecule;;NME;Mental Health;Phase II;Discontinued;Major Depressive Disorder (MDD) - adjunctive therapy;;0;;;;;;;;;;;Oral;;;;;;;;;MED: 1;;;An oral, NMDA subunit 2b-selective negative allosteric modulator (NR2B NAM).;An oral NR2B NAM designed to rapidly relieve depressive symptoms in MDD without dissociative side effects.;;;
NO_MATCH_ps;;BI 1821736;;Gene Therapy;;NBE;Oncology;Discontinued;Discontinued;"HNSCC; Melanoma";;0;;;;;;;;;High (> 30 12k runs);Very Low (< 1 million PCS);Intratumoral (i.t.) und Intravenös (i.v.);Lonza (ongoing);Lonza (ongoing);;;;;;;;;;VSV-GP-CD80-Fc OV (Oncolytic Virus). This is a second-generation oncolytic virus, likely with enhanced immune-stimulatory properties via the CD80-Fc component.;A second-gen oncolytic virus with enhanced immune-stimulation via a CD80-Fc component for HNSCC and Melanoma, administered intratumorally and intravenously.;;;
NO_MATCH_ps;;BI 1839100;;Small Molecule;;NME;Respiratory;Phase II;On Track;IPF/PPF cough;;0;;;;;;;;;;Medium (10 - 100 million PCS);Oral;ING @Ingelheim (ongoing);ING_SoL @Ingelheim (ongoing);;;;;;;;;;TRPA1 inhibitor.;TRPA1-Inhibitor zur Hustenreduktion bei IPF/PPF (zusätzlich krankheitsbezogene Endpunkte in Evaluierung).;;;
NO_MATCH_ps;;BI 3006337;"Not disclosed; Partner-Alias: YH25724";Recombinant Proteins;;NBE (Biologic);Cardiovascular-Renal-Metabolic (CRM);Discontinued;Discontinued;MASH;;0;;;;;;;;;Very Low (< 5 12k runs);Very Low (< 1 million PCS);Subkutan;C(D)MO (ongoing);C(D)MO (ongoing);;;;;;;;;;GLP-1/FGF21 agonist.;Langwirksames hyFc-basiertes duales GLP-1/FGF21-Fc-Fusionsprotein für MASH.;;;
NO_MATCH_ps;;BI 3018078 / BI 3024308;;Gene Therapy;;NBE (Biologic);Oncology;Phase Ib;On Track;Colorectal Cancer (CRC);;0;;;;;;;;;;;Parenteral (kombinationsabhängig);;;;;;;;;;;;"Heterologes Prime-Boost (ATP128 → VSV-GP128) zur Induktion tumor-spezifischer T-Zell-Immunität; in Kombination mit PD-1-Blockade (Ezabenlimab).";"Therapeutischer Protein-Impfstoff (ATP128) + VSV-GP128 als Boost; Evaluierung bei MSS Stadium IV CRC in Kombi mit Ezabenlimab.";;;
NO_MATCH_ps;;BI 3706674;;Small Molecule;;NME;Oncology;Phase I;On Track;"Gastric Cancer (GC); Esophageal Cancer (EC); Gastroesophageal Junction Cancer (GEJC); Pancreatic Ductal Adenocarcinoma (PDAC)";;0;;;;;;;;;;;Oral;EACD (ongoing);EACD (ongoing);;;;;;;HIGH: 1;;;Nicht-kovalenter Multi-KRAS-Inhibitor, der GDP-gebundenes KRAS (wt-amp & mehrere Mutanten, inkl. G12V) bindet.;Monotherapie-Entwicklung bei KRAS-WT-Amplifikationen (GC/EC/GEJ) und KRAS-G12V (u.a. PDAC).;;;
NO_MATCH_ps;;BI 3731579;;Small Molecule;;NME;Inflammation & Respiratory / Respiratory (IPF/PPF);Pre-Clinical;Discontinued;IPF/PPF prevention (IPF/PPFp);2033;0;;;;;;;;;;;oral;;;;;;;;;;;;NOX4 inhibitor.;Oraler NOX4-Inhibitor zur Progressionsverlangsamung bei IPF/PPF (präklinisch).;;;
NO_MATCH_ps;;BI 3793898;;Small Molecule;;NME;Mental Health;Pre-Clinical (post-SoD);On Track;Cognitive Impairment Associated with Schizophrenia (CIAS);;0;;;;;;;;;;;;;;;;;;;;;;;mGluR3 PAM (Positive Allosteric Modulator).;An mGluR3 Positive Allosteric Modulator for Cognitive Impairment Associated with Schizophrenia (CIAS).;;;
NO_MATCH_ps;;BI 3797479;;Small Molecule;;NME;Neuroscience (CIAS – Cognitive Impairment Associated with Schizophrenia);Preclinical / Early Development;;Cognitive Impairment Associated with Schizophrenia (CIAS);2032;0;;;;;;;;;;;Oral;;;;;;;;;HIGH: 1;;;Catechol-O-methyltransferase (COMT) inhibitor that modulates dopamine metabolism to improve cognitive processes.;COMT inhibitor targeting dopamine metabolism for CIAS in schizophrenia.;"Adults with schizophrenia (CIAS); Parkinson’s disease (CIPD)";;
NO_MATCH_ps;;BI 3810539;;Monoclonal Antibody;;NBE;Oncology;Discontinued;Discontinued;"Triple-Negative Breast Cancer (TNBC); Small Cell Lung Cancer (SCLC)";;0;;;;;;;;;;;;;;;;;;;;;;;DLL3 ADC (Antibody-Drug Conjugate).;A DLL3-targeting Antibody-Drug Conjugate (ADC) for Triple-Negative Breast Cancer (TNBC) and Small Cell Lung Cancer (SCLC).;;;
NO_MATCH_ps;;BI 3821001;DcR3-Fc;Recombinant Proteins;;NBE;"Immunology; IBD";Preclinical/SoD (Ende 2024);;Ulcerative Colitis;2035;0;;;;;;;;;;;Injectable;;;;;;;;;MED: 1;;;Engineered decoy receptor 3 fused to silenced IgG1 Fc to neutralize TL1A and LIGHT, reducing inflammation and tissue remodeling in IBD.;Fc‑fusion decoy receptor neutralizing TL1A and LIGHT for inflammation control in ulcerative colitis.;Moderate–severe ulcerative colitis.;;
NO_MATCH_ps;;BI 3822971;Not disclosed;T-cell Engager;;NBE (ntm);Oncology;Preclinical;;NSCLC;2034;0;;;;;;;;;;;"IV; SC (possible later)";;;;;;;;;HIGH: 3;;;"Bispecific antibody binding LY6K-HLA-A*02:01 on tumor cells and CD3ε on T cells to induce tumor-specific cytotoxicity; Fc engineered for half-life extension and reduced effector function.";Bispecific TcE for NSCLC inducing tumor-specific T‑cell cytotoxicity via LY6K‑HLA/CD3 engagement.;;;
NO_MATCH_ps;;BI 3906517;;Peptides;;NME;Cardiovascular-Renal-Metabolic (CRM);Preclinical;On Track;Obesity;;0;;;;;;;;;;;SC (subkutan);;;;;;;;;;;;Triple-Agonist an GCGR/GIPR/GLP-1R.;Long-acting Triple-Agonist für Adipositas.;;;
NO_MATCH_ps;;BI 3972080;CT‑155;Prescription Digital Therapeutic (SaMD/PDT);;DTx;Mental Health / CNS (CREA);"Phase III – pivotal CONVOKE abgeschlossen; primärer Endpunkt erreicht";;Experiential Negative Symptoms in Schizophrenia (XNS SCZ);2026;0;US;;;;;;;;;;Digital (smartphone‑delivered);;;;;;;;;HIGH: 2;MED: 1;;Smartphone‑based PDT delivering evidence‑based psychosocial interventions (adaptive goal setting, cognitive restructuring, behavioral activation, social skills, positive‑affect training). Targets defeatist beliefs and promotes real‑world engagement to reduce experiential negative symptoms as an adjunct to standard‑of‑care antipsychotics.;Digital therapeutic for negative symptoms in schizophrenia;Adults with schizophrenia on stable antipsychotic therapy, experiencing moderate–severe experiential negative symptoms;XNS_SCZ: 1 designation;Targeted first submission: Jan 23, 2026
NO_MATCH_ps;;BI 4018711;CT‑156 (working title);Prescription Digital Therapeutic (SaMD/PDT);;DTx (SaMD);Schizophrenia / Neuroscience (TA CREA);Phase II;;Functional Impairment in Schizophrenia (FI SCZ);2028;0;US;;;;;;;;;;Digital (software‑delivered intervention);;;;;;;;;HIGH: 3;;;Software‑based prescription digital therapeutic designed to improve functional outcomes in schizophrenia through structured behavioral interventions delivered via a mobile platform.;Digital therapeutic to improve functional outcomes in schizophrenia via mobile behavioral interventions;Patients with schizophrenia experiencing functional impairment;;No active submission
NO_MATCH_ps;;BI 4041979;T3P-Y058-739 (Not disclosed);Gene Therapy;;NME;Oncology / Immuno-Oncology;Phase I;On Track;Head and Neck Squamous Cell Carcinoma (HNSCC), Melanoma;2032;;;;;;;;;;;;Intratumoral (IT) and Intravenous (IV);;;;;;;;;HIGH: 4 | MED: 2;;;Dual innate immunity activator (cGAS/RIG-I) via genetically modified Yersinia enterocolitica - bacterial vector immunotherapy that selectively colonizes tumors and delivers immune modulators via Type III secretion system. Activates both cGAS → cGAMP → STING pathway and RIG-I → MAVS/IRF3 signaling, inducing strong Type I Interferon signature to 'heat up' tumor microenvironment.;Bacterial vector immunotherapy (attenuated Y. enterocolitica) activating innate immunity via dual cGAS/RIG-I pathways. Phase I evaluating intratumoral and intravenous routes as monotherapy and in combination with PD-1 inhibitors in HNSCC and melanoma.;Patients with advanced solid tumors (HNSCC, melanoma) in monotherapy or combination with PD-1 inhibitors;Development: 2 designations;
NO_MATCH_ps;;BI 456906_GEN2;Survodutide 2nd Gen;Peptides;;;Cardiovascular-Renal-Metabolic (CRM);;;Obesity;2029;;;;;;;;;;;;Subkutan;;;;;;;;;;;;A novel glucagon receptor (GCGR) and GLP-1 receptor dual agonist.;Second generation drug substance formulation of Survodutide. New 'formulation 2.0' development.;People living with overweight or obesity (BMI ≥ 27 kg/m²);;
NO_MATCH_ps;;BI 456906_PED;Survodutide PED;Peptides;;;Cardiovascular-Renal-Metabolic (CRM);Pre-Clinical;;"Pediatric Obesity; MASH";2031;;;;;;;;;;;;Subkutan;;;;;;;;;;;;A novel glucagon receptor (GCGR) and GLP-1 receptor dual agonist.;Pediatric line extension of Survodutide for obesity and MASH in pediatric populations.;Pediatric patients with overweight/obesity or MASH;;
NO_MATCH_ps;;BI 456906_PEN;Survodutide PEN;Peptides;;;Cardiovascular-Renal-Metabolic (CRM);Development;On Track;Obesity;2028;;;;;;;;;;;;Subkutan;;;;;;;;;;;;A novel glucagon receptor (GCGR) and GLP-1 receptor dual agonist.;PEN device line extension of Survodutide for obesity. Nemera volume ramp-up scenario is key focus.;People living with overweight or obesity (BMI ≥ 27 kg/m²);;
NO_MATCH_ps;;BI 685509;Avenciguat;Small Molecule;;NME;Immunology (Systemische Sklerose) und CRM/Nephrologie (Glomerulonephritiden);Phase II (SSc) and Phase III (GN);On Track;Glomerulonephritis (GN);2028;0;;;;;;;;;Medium (1 - 10 tn);High (> 100 mio PCS);Oral;ING @Ingelheim (ongoing);ING_SoL @Ingelheim (ongoing);;;;;;;;;;A soluble guanylate cyclase (sGC) activator.;An sGC activator for fibrotic and vascular diseases, with active development in Systemic Sclerosis (Phase II) and Glomerulonephritis (Phase III).;;SSc: 1 designation;
NO_MATCH_ps;;BI 685509_PED;Avenciguat PED;Small Molecule;;;Immunology;Pre-Clinical;;Systemic Sclerosis Pediatric;2034;;;;;;;;;;;;Oral;;;;;;;;;;;;A soluble guanylate cyclase (sGC) activator.;Pediatric line extension of Avenciguat for Systemic Sclerosis in pediatric populations.;Pediatric patients with Systemic Sclerosis;;
NO_MATCH_ps;;BI 685509_SSC;Avenciguat;Small Molecule;;;Immunology;Phase II;On Track;Systemic Sclerosis;2030;;;;;;;;;;;;Oral;;;;;;;;;;;;A soluble guanylate cyclase (sGC) activator.;Line extension of Avenciguat for Systemic Sclerosis. sGC activator for fibrotic and vascular disease. Fast Track Designation granted.;Patients with Systemic Sclerosis;SSc: 1 designation;
NO_MATCH_ps;;BI 690517_CVRR;Vicadrostat + empagliflozin;Small Molecule;;;Cardiovascular-Renal-Metabolic (CRM);;;CVRR;2031;;;;;;;;;;;;Oral;;;;;;;;;;;;A novel, selective, and potent aldosterone synthase inhibitor (ASi) in combination with SGLT2 inhibitor.;Line extension of Vicadrostat in combination with empagliflozin for cardiovascular-renal risk reduction.;Patients at high cardiovascular-renal risk;;
NO_MATCH_ps;;BI 690517_HFPEF;Vicadrostat + empagliflozin;Small Molecule;;;Cardiovascular-Renal-Metabolic (CRM);Phase III;On Track;HFpEF;2029;;;;;;;;;;;;Oral;;;;;;;;;;;;A novel, selective, and potent aldosterone synthase inhibitor (ASi) in combination with SGLT2 inhibitor.;Line extension of Vicadrostat in combination with empagliflozin for heart failure with preserved ejection fraction. Developed in parallel with CKD indication.;Patients with HFpEF on top of standard of care;;
NO_MATCH_ps;;BI 690517_HFREF;Vicadrostat + empagliflozin;Small Molecule;;;Cardiovascular-Renal-Metabolic (CRM);;;HFrEF;2030;;;;;;;;;;;;Oral;;;;;;;;;;;;A novel, selective, and potent aldosterone synthase inhibitor (ASi) in combination with SGLT2 inhibitor.;Line extension of Vicadrostat in combination with empagliflozin for heart failure with reduced ejection fraction.;Patients with HFrEF on top of standard of care;;
NO_MATCH_ps;;BI 690517_PED;Vicadrostat + empagliflozin PED;Small Molecule;;;Cardiovascular-Renal-Metabolic (CRM);Pre-Clinical;;CKD Pediatric;2035;;;;;;;;;;;;Oral;;;;;;;;;;;;A novel, selective, and potent aldosterone synthase inhibitor (ASi) in combination with SGLT2 inhibitor.;Pediatric line extension of Vicadrostat in combination with empagliflozin for chronic kidney disease in pediatric populations.;Pediatric patients with CKD;;
NO_MATCH_ps;;BI 706321;;Small Molecule;;NME;Immunology;Discontinued;Discontinued;Crohn's Disease (CD);;0;;;;;;;;;;;Oral;;;;;;;;;;;;RIPK2 inhibitor.;A RIPK2 inhibitor targeting the NOD signaling pathway involved in innate immunity and inflammation in IBD.;;;
NO_MATCH_ps;;BI 754132;Not disclosed;Small Molecule;;NME;Eye Health;Discontinued;Discontinued;Geographic Atrophy (GA);;0;;;;;;;;;;;Intravitreal;;;;;;;;;;;;TrkB activator.;A TrkB activator designed to have neuroprotective effects in the retina for conditions like Geographic Atrophy (GA), administered via intravitreal injection.;;;
NO_MATCH_ps;;BI 765128;;Monoclonal Antibody;;NBE;Eye Health;Phase I/II (PARTRIDGE 1451-0001);Discontinued;Diabetic Retinopathy (DR);2030;0;;;;;;;;;Very Low (<5 12k runs);Very Low (<1 million PCS);Intravitreal;Rentschler @N/A (qualified);Vetter @N/A (qualified);;;;;;;;;;Anti-NRP1 antibody.;Anti-NRP1 mAb for diabetic macular ischemia (DMI).;Patients with diabetic retinopathy;;
NO_MATCH_ps;;BI 765243;;Recombinant Proteins;;NBE;Eye Health;Pre-Clinical;Discontinued;Wet AMD (nAMD);;0;;;;;;;;;;;;;;;;;;;;;;;TrkB/anti-VEGF (bispecific).;Bispecific protein targeting TrkB and VEGF for wet AMD;;;
NO_MATCH_ps;;BI 765250;;Monoclonal Antibody;;NBE;Immunology;"Phase I (SRD abgeschlossen; MRD laufend/PoCP-Vorbereitung)";On Track;Systemic Sclerosis (SSc);;0;;;;;;;;;;;"Intravenös; Subkutan";;;;;;;;;;;;PD-1 agonist.;A PD-1 agonist antibody for immunological conditions like Systemic Sclerosis (SSc).;;;
NO_MATCH_ps;;BI 765845;Not disclosed (internal: G5 MYDGF);Recombinant Proteins;;NME;Cardiovascular-Renal-Metabolic (CRM);Phase II;On Track;ST-Elevation Myocardial Infarction (STEMI);2031;;;;;;;;;;;;Intravenous (Single-Dose in catheterization lab);;;;;;;;;HIGH: 1;;;Myeloid-Derived Growth Factor (MYDGF) - recombinant protein designed for tissue protection and cardiac repair post-STEMI. Reduces cardiomyocyte apoptosis from reperfusion injury and promotes angiogenesis for improved cardiac regeneration.;Recombinant MYDGF protein for acute STEMI treatment. Single IV bolus in catheterization lab during primary PCI to reduce reperfusion injury.;STEMI patients with complete or near-complete coronary occlusion undergoing primary PCI;;
